"ROOM_EXTERNAL_ID","CONTACT_EXTERNAL_ID","DATE_CHECK_IN","DATE_CHECK_OUT"
"111","181","2018-12-27","2018-12-29"
"112","311","2018-01-04","2018-01-09"
"112","40","2018-01-12","2018-01-26"
"112","157","2018-01-29","2018-02-10"
"112","386","2018-02-12","2018-02-24"
"112","236","2018-02-25","2018-02-26"
"112","13","2018-02-26","2018-03-03"
"112","340","2018-03-04","2018-03-06"
"112","246","2018-03-09","2018-03-10"
"112","151","2018-03-10","2018-03-16"
"112","176","2018-03-17","2018-03-18"
"112","468","2018-03-22","2018-03-27"
"112","479","2018-03-30","2018-04-04"
"112","399","2018-04-06","2018-04-08"
"112","478","2018-04-11","2018-04-12"
"112","300","2018-04-12","2018-04-25"
"112","548","2018-04-27","2018-05-06"
"112","277","2018-05-06","2018-05-08"
"112","529","2018-05-08","2018-05-11"
"112","230","2018-05-14","2018-05-19"
"112","138","2018-05-19","2018-05-24"
"112","295","2018-05-25","2018-05-27"
"112","336","2018-05-27","2018-05-29"
"112","432","2018-05-30","2018-06-02"
"112","178","2018-06-04","2018-06-18"
"112","173","2018-06-21","2018-06-23"
"112","478","2018-06-24","2018-07-05"
"112","285","2018-07-08","2018-07-15"
"112","4","2018-07-16","2018-07-19"
"112","240","2018-07-20","2018-07-22"
"112","467","2018-07-22","2018-07-31"
"112","275","2018-08-02","2018-08-07"
"112","390","2018-08-08","2018-08-15"
"112","496","2018-08-15","2018-08-26"
"112","162","2018-08-27","2018-09-08"
"112","383","2018-09-08","2018-09-14"
"112","399","2018-09-16","2018-09-22"
"112","11","2018-09-22","2018-09-30"
"112","43","2018-09-30","2018-10-02"
"112","412","2018-10-04","2018-10-07"
"112","302","2018-10-08","2018-10-20"
"112","270","2018-10-21","2018-10-28"
"112","339","2018-10-29","2018-11-04"
"112","444","2018-11-04","2018-11-05"
"112","462","2018-11-06","2018-11-08"
"112","324","2018-11-09","2018-11-11"
"112","496","2018-11-12","2018-11-25"
"112","513","2018-11-27","2018-12-07"
"112","528","2018-12-11","2018-12-23"
"112","171","2018-12-23","2018-12-28"
"112","471","2018-12-28","2019-01-08"
"113","403","2018-01-02","2018-01-03"
"113","254","2018-01-03","2018-01-04"
"113","420","2018-01-06","2018-01-09"
"113","39","2018-01-11","2018-01-12"
"113","336","2018-01-13","2018-01-16"
"113","300","2018-01-20","2018-01-21"
"113","468","2018-01-23","2018-01-31"
"113","520","2018-02-02","2018-02-16"
"113","534","2018-02-16","2018-02-18"
"113","336","2018-02-20","2018-02-26"
"113","219","2018-03-01","2018-03-07"
"113","469","2018-03-08","2018-03-18"
"113","189","2018-03-19","2018-03-26"
"113","15","2018-03-26","2018-03-30"
"113","493","2018-03-31","2018-04-01"
"113","486","2018-04-03","2018-04-04"
"113","375","2018-04-04","2018-04-08"
"113","379","2018-04-09","2018-04-22"
"113","353","2018-04-22","2018-04-23"
"113","232","2018-04-24","2018-04-26"
"113","314","2018-04-26","2018-04-29"
"113","509","2018-04-30","2018-05-05"
"113","146","2018-05-06","2018-05-07"
"113","386","2018-05-10","2018-05-13"
"113","447","2018-05-15","2018-05-18"
"113","358","2018-05-19","2018-05-21"
"113","262","2018-05-21","2018-05-24"
"113","290","2018-05-26","2018-05-29"
"113","360","2018-06-01","2018-06-10"
"113","168","2018-06-13","2018-06-23"
"113","211","2018-06-23","2018-06-29"
"113","405","2018-07-01","2018-07-04"
"113","483","2018-07-07","2018-07-15"
"113","398","2018-07-16","2018-07-19"
"113","208","2018-07-19","2018-07-26"
"113","131","2018-07-29","2018-08-02"
"113","446","2018-08-05","2018-08-09"
"113","539","2018-08-10","2018-08-12"
"113","297","2018-08-16","2018-08-18"
"113","514","2018-08-18","2018-08-23"
"113","291","2018-08-24","2018-08-31"
"113","197","2018-09-01","2018-09-10"
"113","36","2018-09-11","2018-09-17"
"113","36","2018-09-18","2018-10-02"
"113","485","2018-10-02","2018-10-14"
"113","232","2018-10-18","2018-10-23"
"113","174","2018-10-26","2018-10-28"
"113","154","2018-10-31","2018-11-06"
"113","412","2018-11-07","2018-11-09"
"113","231","2018-11-13","2018-11-19"
"113","379","2018-11-20","2018-11-21"
"113","450","2018-11-21","2018-11-26"
"113","157","2018-11-27","2018-11-30"
"113","495","2018-12-01","2018-12-03"
"113","330","2018-12-05","2018-12-12"
"113","338","2018-12-12","2018-12-18"
"113","352","2018-12-20","2018-12-21"
"113","487","2018-12-23","2018-12-30"
"113","411","2018-12-31","2019-01-07"
"114","184","2018-01-01","2018-01-04"
"114","176","2018-01-06","2018-01-16"
"114","422","2018-01-16","2018-01-19"
"114","496","2018-01-23","2018-01-25"
"114","182","2018-01-27","2018-01-29"
"114","214","2018-01-29","2018-02-07"
"114","34","2018-02-11","2018-02-16"
"114","37","2018-02-19","2018-02-25"
"114","530","2018-02-26","2018-03-02"
"114","413","2018-03-02","2018-03-04"
"114","516","2018-03-04","2018-03-07"
"114","41","2018-03-08","2018-03-17"
"114","342","2018-03-19","2018-04-02"
"114","503","2018-04-04","2018-04-11"
"114","157","2018-04-11","2018-04-21"
"114","495","2018-04-23","2018-05-04"
"114","505","2018-05-04","2018-05-06"
"114","46","2018-05-08","2018-05-12"
"114","399","2018-05-13","2018-05-26"
"114","139","2018-05-27","2018-06-01"
"114","47","2018-06-03","2018-06-07"
"114","291","2018-06-08","2018-06-15"
"114","547","2018-06-15","2018-06-17"
"114","547","2018-06-20","2018-06-27"
"114","553","2018-06-28","2018-07-05"
"114","455","2018-07-08","2018-07-14"
"114","210","2018-07-15","2018-07-18"
"114","175","2018-07-19","2018-08-02"
"114","377","2018-08-05","2018-08-10"
"114","413","2018-08-10","2018-08-12"
"114","344","2018-08-13","2018-08-17"
"114","161","2018-08-19","2018-08-25"
"114","538","2018-08-27","2018-08-28"
"114","165","2018-08-30","2018-09-03"
"114","327","2018-09-03","2018-09-10"
"114","438","2018-09-12","2018-09-16"
"114","193","2018-09-18","2018-09-21"
"114","283","2018-09-24","2018-09-26"
"114","511","2018-09-30","2018-10-03"
"114","468","2018-10-04","2018-10-10"
"114","365","2018-10-13","2018-10-22"
"114","186","2018-10-22","2018-10-25"
"114","325","2018-10-26","2018-11-07"
"114","28","2018-11-07","2018-11-20"
"114","434","2018-11-24","2018-12-08"
"114","540","2018-12-08","2018-12-10"
"114","556","2018-12-12","2018-12-18"
"114","139","2018-12-21","2018-12-28"
"114","194","2018-12-30","2019-01-04"
"115","537","2018-01-01","2018-01-07"
"115","487","2018-01-10","2018-01-13"
"115","304","2018-01-14","2018-01-19"
"115","151","2018-01-20","2018-01-23"
"115","318","2018-01-23","2018-02-03"
"115","524","2018-02-05","2018-02-12"
"115","225","2018-02-12","2018-02-17"
"115","312","2018-02-21","2018-02-26"
"115","402","2018-03-02","2018-03-12"
"115","428","2018-03-14","2018-03-15"
"115","254","2018-03-17","2018-03-18"
"115","563","2018-03-18","2018-03-22"
"115","433","2018-03-22","2018-03-31"
"115","128","2018-04-03","2018-04-13"
"115","29","2018-04-14","2018-04-20"
"115","440","2018-04-21","2018-04-27"
"115","383","2018-05-01","2018-05-03"
"115","434","2018-05-04","2018-05-16"
"115","273","2018-05-18","2018-05-20"
"115","557","2018-05-22","2018-05-26"
"115","257","2018-05-29","2018-05-30"
"115","238","2018-05-30","2018-05-31"
"115","240","2018-06-02","2018-06-09"
"115","26","2018-06-11","2018-06-15"
"115","506","2018-06-16","2018-06-28"
"115","429","2018-06-30","2018-07-08"
"115","174","2018-07-09","2018-07-15"
"115","463","2018-07-18","2018-07-21"
"115","440","2018-07-22","2018-07-23"
"115","487","2018-07-25","2018-07-30"
"115","135","2018-07-30","2018-08-06"
"115","177","2018-08-06","2018-08-11"
"115","522","2018-08-15","2018-08-26"
"115","151","2018-08-27","2018-09-05"
"115","401","2018-09-05","2018-09-06"
"115","571","2018-09-07","2018-09-09"
"115","569","2018-09-12","2018-09-13"
"115","463","2018-09-14","2018-09-17"
"115","266","2018-09-18","2018-09-20"
"115","201","2018-09-23","2018-09-28"
"115","449","2018-09-30","2018-10-03"
"115","227","2018-10-03","2018-10-04"
"115","460","2018-10-05","2018-10-15"
"115","572","2018-10-15","2018-10-21"
"115","252","2018-10-22","2018-10-25"
"115","189","2018-10-26","2018-10-28"
"115","27","2018-10-31","2018-11-02"
"115","286","2018-11-04","2018-11-06"
"115","164","2018-11-08","2018-11-13"
"115","232","2018-11-14","2018-11-23"
"115","47","2018-11-24","2018-12-01"
"115","288","2018-12-01","2018-12-06"
"115","502","2018-12-08","2018-12-10"
"115","138","2018-12-11","2018-12-24"
"115","259","2018-12-25","2018-12-27"
"115","334","2018-12-27","2019-01-01"
"116","383","2018-01-01","2018-01-07"
"116","430","2018-01-07","2018-01-11"
"116","11","2018-01-11","2018-01-12"
"116","52","2018-01-14","2018-01-16"
"116","307","2018-01-17","2018-01-24"
"116","476","2018-01-24","2018-01-28"
"116","374","2018-01-30","2018-02-02"
"116","226","2018-02-02","2018-02-04"
"116","149","2018-02-05","2018-02-06"
"116","145","2018-02-07","2018-02-10"
"116","409","2018-02-12","2018-02-15"
"116","158","2018-02-16","2018-02-17"
"116","245","2018-02-20","2018-02-28"
"116","145","2018-03-01","2018-03-07"
"116","344","2018-03-07","2018-03-12"
"116","532","2018-03-13","2018-03-25"
"116","4","2018-03-26","2018-04-01"
"116","200","2018-04-01","2018-04-08"
"116","433","2018-04-09","2018-04-11"
"116","140","2018-04-13","2018-04-15"
"116","215","2018-04-18","2018-04-22"
"116","7","2018-04-22","2018-05-01"
"116","467","2018-05-03","2018-05-07"
"116","259","2018-05-11","2018-05-13"
"116","408","2018-05-15","2018-05-17"
"116","503","2018-05-18","2018-05-20"
"116","372","2018-05-24","2018-06-07"
"116","289","2018-06-10","2018-06-14"
"116","541","2018-06-17","2018-06-18"
"116","160","2018-06-20","2018-06-22"
"116","391","2018-06-22","2018-06-23"
"116","172","2018-06-24","2018-06-25"
"116","413","2018-06-28","2018-06-29"
"116","43","2018-06-29","2018-07-13"
"116","270","2018-07-16","2018-07-20"
"116","126","2018-07-21","2018-07-24"
"116","538","2018-07-27","2018-08-01"
"116","192","2018-08-03","2018-08-05"
"116","43","2018-08-05","2018-08-16"
"116","536","2018-08-18","2018-08-19"
"116","145","2018-08-21","2018-08-28"
"116","485","2018-08-31","2018-09-02"
"116","352","2018-09-02","2018-09-10"
"116","480","2018-09-12","2018-09-13"
"116","439","2018-09-17","2018-09-23"
"116","536","2018-09-25","2018-10-02"
"116","346","2018-10-02","2018-10-03"
"116","199","2018-10-04","2018-10-11"
"116","35","2018-10-12","2018-10-14"
"116","17","2018-10-15","2018-10-19"
"116","499","2018-10-20","2018-10-23"
"116","434","2018-10-24","2018-10-29"
"116","318","2018-10-31","2018-11-06"
"116","536","2018-11-07","2018-11-21"
"116","34","2018-11-22","2018-11-30"
"116","469","2018-11-30","2018-12-05"
"116","31","2018-12-08","2018-12-22"
"116","41","2018-12-25","2018-12-31"
"117","488","2018-01-04","2018-01-05"
"117","272","2018-01-05","2018-01-08"
"117","358","2018-01-08","2018-01-15"
"117","172","2018-01-18","2018-01-23"
"117","126","2018-01-25","2018-01-28"
"117","267","2018-01-29","2018-01-31"
"117","179","2018-02-01","2018-02-07"
"117","153","2018-02-10","2018-02-15"
"117","533","2018-02-17","2018-02-19"
"117","468","2018-02-22","2018-02-24"
"117","371","2018-02-24","2018-03-03"
"117","376","2018-03-04","2018-03-11"
"117","479","2018-03-12","2018-03-20"
"117","337","2018-03-22","2018-03-27"
"117","193","2018-03-27","2018-04-01"
"117","352","2018-04-01","2018-04-08"
"117","42","2018-04-11","2018-04-17"
"117","259","2018-04-18","2018-04-22"
"117","249","2018-04-25","2018-05-07"
"117","257","2018-05-11","2018-05-15"
"117","262","2018-05-17","2018-05-19"
"117","473","2018-05-21","2018-05-24"
"117","337","2018-05-26","2018-05-31"
"117","308","2018-06-02","2018-06-07"
"117","157","2018-06-07","2018-06-11"
"117","246","2018-06-11","2018-06-19"
"117","355","2018-06-20","2018-07-04"
"117","211","2018-07-06","2018-07-08"
"117","365","2018-07-08","2018-07-09"
"117","325","2018-07-11","2018-07-12"
"117","257","2018-07-14","2018-07-19"
"117","232","2018-07-19","2018-07-23"
"117","184","2018-07-23","2018-07-27"
"117","537","2018-07-27","2018-07-28"
"117","375","2018-07-31","2018-08-03"
"117","482","2018-08-06","2018-08-19"
"117","177","2018-08-23","2018-08-27"
"117","481","2018-08-28","2018-09-03"
"117","150","2018-09-07","2018-09-09"
"117","33","2018-09-09","2018-09-23"
"117","466","2018-09-25","2018-10-03"
"117","432","2018-10-04","2018-10-13"
"117","175","2018-10-17","2018-10-31"
"117","214","2018-11-01","2018-11-05"
"117","255","2018-11-08","2018-11-10"
"117","38","2018-11-13","2018-11-16"
"117","250","2018-11-19","2018-11-24"
"117","207","2018-11-27","2018-12-08"
"117","538","2018-12-09","2018-12-20"
"117","544","2018-12-20","2019-01-02"
"118","503","2018-01-04","2018-01-06"
"118","474","2018-01-07","2018-01-14"
"118","311","2018-01-15","2018-01-22"
"118","271","2018-01-22","2018-01-24"
"118","438","2018-01-26","2018-01-28"
"118","128","2018-01-31","2018-02-11"
"118","395","2018-02-14","2018-02-25"
"118","416","2018-02-27","2018-03-06"
"118","347","2018-03-06","2018-03-09"
"118","294","2018-03-12","2018-03-20"
"118","408","2018-03-20","2018-03-26"
"118","41","2018-03-30","2018-04-03"
"118","446","2018-04-05","2018-04-10"
"118","473","2018-04-11","2018-04-13"
"118","285","2018-04-17","2018-04-21"
"118","480","2018-04-25","2018-05-07"
"118","319","2018-05-07","2018-05-13"
"118","460","2018-05-13","2018-05-23"
"118","170","2018-05-26","2018-05-31"
"118","159","2018-05-31","2018-06-07"
"118","30","2018-06-09","2018-06-12"
"118","172","2018-06-12","2018-06-17"
"118","386","2018-06-17","2018-06-19"
"118","42","2018-06-23","2018-07-07"
"118","161","2018-07-07","2018-07-10"
"118","553","2018-07-12","2018-07-18"
"118","519","2018-07-20","2018-07-23"
"118","439","2018-07-23","2018-07-28"
"118","249","2018-07-28","2018-08-08"
"118","503","2018-08-09","2018-08-12"
"118","181","2018-08-13","2018-08-16"
"118","188","2018-08-16","2018-08-23"
"118","35","2018-08-24","2018-08-26"
"118","419","2018-08-29","2018-09-07"
"118","177","2018-09-07","2018-09-09"
"118","16","2018-09-10","2018-09-18"
"118","277","2018-09-19","2018-09-22"
"118","156","2018-09-25","2018-09-28"
"118","559","2018-09-29","2018-10-04"
"118","320","2018-10-05","2018-10-07"
"118","547","2018-10-09","2018-10-11"
"118","384","2018-10-13","2018-10-24"
"118","34","2018-10-26","2018-10-28"
"118","358","2018-10-29","2018-11-10"
"118","415","2018-11-10","2018-11-24"
"118","8","2018-11-26","2018-12-01"
"118","295","2018-12-03","2018-12-04"
"118","500","2018-12-04","2018-12-07"
"118","159","2018-12-10","2018-12-15"
"118","41","2018-12-19","2018-12-28"
"118","247","2018-12-31","2019-01-05"
"119","406","2018-01-02","2018-01-04"
"119","551","2018-01-06","2018-01-10"
"119","366","2018-01-12","2018-01-23"
"119","289","2018-01-24","2018-01-27"
"119","319","2018-01-27","2018-02-06"
"119","144","2018-02-08","2018-02-13"
"119","159","2018-02-15","2018-02-22"
"119","511","2018-02-23","2018-02-25"
"119","324","2018-02-26","2018-03-02"
"119","388","2018-03-06","2018-03-08"
"119","322","2018-03-09","2018-03-11"
"119","27","2018-03-11","2018-03-14"
"119","394","2018-03-16","2018-03-18"
"119","429","2018-03-19","2018-03-20"
"119","483","2018-03-24","2018-04-02"
"119","401","2018-04-04","2018-04-10"
"119","558","2018-04-12","2018-04-19"
"119","277","2018-04-19","2018-04-25"
"119","435","2018-04-28","2018-05-02"
"119","539","2018-05-04","2018-05-06"
"119","545","2018-05-09","2018-05-10"
"119","344","2018-05-13","2018-05-19"
"119","470","2018-05-19","2018-05-28"
"119","568","2018-05-31","2018-06-01"
"119","165","2018-06-03","2018-06-11"
"119","412","2018-06-14","2018-06-19"
"119","520","2018-06-19","2018-06-22"
"119","34","2018-06-23","2018-06-29"
"119","398","2018-06-30","2018-07-04"
"119","372","2018-07-05","2018-07-08"
"119","371","2018-07-12","2018-07-17"
"119","431","2018-07-19","2018-07-24"
"119","413","2018-07-25","2018-07-31"
"119","29","2018-08-03","2018-08-05"
"119","199","2018-08-06","2018-08-07"
"119","239","2018-08-07","2018-08-11"
"119","159","2018-08-13","2018-08-17"
"119","41","2018-08-18","2018-08-21"
"119","353","2018-08-23","2018-08-29"
"119","365","2018-09-01","2018-09-13"
"119","39","2018-09-17","2018-09-20"
"119","207","2018-09-22","2018-09-25"
"119","46","2018-09-25","2018-09-29"
"119","34","2018-10-01","2018-10-04"
"119","257","2018-10-06","2018-10-12"
"119","393","2018-10-12","2018-10-14"
"119","238","2018-10-14","2018-10-15"
"119","467","2018-10-15","2018-10-22"
"119","448","2018-10-24","2018-10-30"
"119","388","2018-11-02","2018-11-04"
"119","191","2018-11-05","2018-11-12"
"119","455","2018-11-12","2018-11-18"
"119","263","2018-11-21","2018-12-05"
"119","170","2018-12-06","2018-12-12"
"119","298","2018-12-12","2018-12-18"
"119","564","2018-12-19","2018-12-26"
"119","161","2018-12-27","2018-12-28"
"119","12","2018-12-31","2019-01-13"
"120","250","2018-01-03","2018-01-09"
"120","358","2018-01-10","2018-01-16"
"120","222","2018-01-16","2018-01-23"
"120","445","2018-01-25","2018-01-28"
"120","494","2018-01-31","2018-02-04"
"120","269","2018-02-06","2018-02-09"
"120","278","2018-02-10","2018-02-14"
"120","196","2018-02-17","2018-02-24"
"120","548","2018-02-28","2018-03-07"
"120","404","2018-03-10","2018-03-23"
"120","7","2018-03-26","2018-04-01"
"120","487","2018-04-05","2018-04-09"
"120","417","2018-04-11","2018-04-12"
"120","125","2018-04-14","2018-04-18"
"120","288","2018-04-21","2018-04-24"
"120","32","2018-04-24","2018-05-01"
"120","143","2018-05-01","2018-05-02"
"120","261","2018-05-03","2018-05-07"
"120","438","2018-05-08","2018-05-10"
"120","213","2018-05-12","2018-05-15"
"120","268","2018-05-18","2018-05-23"
"120","30","2018-05-23","2018-06-05"
"120","518","2018-06-07","2018-06-08"
"120","45","2018-06-10","2018-06-21"
"120","220","2018-06-23","2018-06-24"
"120","392","2018-06-24","2018-06-30"
"120","510","2018-07-01","2018-07-05"
"120","471","2018-07-07","2018-07-08"
"120","454","2018-07-09","2018-07-15"
"120","36","2018-07-18","2018-07-20"
"120","326","2018-07-23","2018-07-26"
"120","50","2018-07-29","2018-08-09"
"120","3","2018-08-11","2018-08-23"
"120","383","2018-08-23","2018-09-06"
"120","535","2018-09-06","2018-09-07"
"120","10","2018-09-07","2018-09-09"
"120","24","2018-09-11","2018-09-25"
"120","214","2018-09-28","2018-10-05"
"120","349","2018-10-08","2018-10-13"
"120","570","2018-10-15","2018-10-16"
"120","563","2018-10-18","2018-10-25"
"120","235","2018-10-26","2018-10-28"
"120","517","2018-10-29","2018-11-01"
"120","408","2018-11-03","2018-11-16"
"120","229","2018-11-20","2018-11-22"
"120","43","2018-11-26","2018-12-02"
"120","347","2018-12-04","2018-12-10"
"120","192","2018-12-11","2018-12-18"
"120","297","2018-12-21","2018-12-26"
"120","150","2018-12-26","2019-01-01"
"21","33","2018-01-01","2018-01-05"
"21","343","2018-01-05","2018-01-07"
"21","510","2018-01-10","2018-01-13"
"21","270","2018-01-13","2018-01-14"
"21","476","2018-01-18","2018-01-19"
"21","163","2018-01-19","2018-01-21"
"21","480","2018-01-21","2018-02-02"
"21","290","2018-02-04","2018-02-09"
"21","427","2018-02-12","2018-02-25"
"21","144","2018-02-26","2018-03-05"
"21","326","2018-03-09","2018-03-13"
"21","366","2018-03-14","2018-03-22"
"21","49","2018-03-25","2018-04-08"
"21","164","2018-04-09","2018-04-16"
"21","44","2018-04-16","2018-04-22"
"21","140","2018-04-24","2018-05-04"
"21","570","2018-05-05","2018-05-08"
"21","143","2018-05-12","2018-05-19"
"21","338","2018-05-19","2018-05-24"
"21","281","2018-05-25","2018-05-31"
"21","444","2018-06-02","2018-06-08"
"21","508","2018-06-08","2018-06-10"
"21","435","2018-06-12","2018-06-17"
"21","533","2018-06-18","2018-06-26"
"21","388","2018-06-27","2018-06-30"
"21","43","2018-07-03","2018-07-07"
"21","474","2018-07-09","2018-07-13"
"21","406","2018-07-13","2018-07-23"
"21","312","2018-07-24","2018-07-27"
"21","350","2018-07-28","2018-08-05"
"21","223","2018-08-08","2018-08-11"
"21","217","2018-08-14","2018-08-27"
"21","484","2018-08-27","2018-09-02"
"21","466","2018-09-03","2018-09-13"
"21","154","2018-09-13","2018-09-18"
"21","181","2018-09-21","2018-09-23"
"21","566","2018-09-24","2018-09-26"
"21","494","2018-09-29","2018-10-04"
"21","156","2018-10-04","2018-10-07"
"21","437","2018-10-08","2018-10-09"
"21","313","2018-10-09","2018-10-11"
"21","139","2018-10-15","2018-10-18"
"21","36","2018-10-22","2018-10-23"
"21","539","2018-10-26","2018-11-02"
"21","250","2018-11-02","2018-11-04"
"21","220","2018-11-04","2018-11-17"
"21","293","2018-11-17","2018-11-21"
"21","245","2018-11-21","2018-11-29"
"21","394","2018-12-02","2018-12-10"
"21","523","2018-12-13","2018-12-24"
"21","277","2018-12-26","2018-12-30"
"22","415","2018-01-04","2018-01-09"
"22","565","2018-01-09","2018-01-16"
"22","507","2018-01-17","2018-01-21"
"22","526","2018-01-24","2018-02-06"
"22","194","2018-02-07","2018-02-20"
"22","198","2018-02-21","2018-03-03"
"22","291","2018-03-07","2018-03-10"
"22","261","2018-03-11","2018-03-19"
"22","367","2018-03-21","2018-03-24"
"22","517","2018-03-25","2018-03-31"
"22","428","2018-04-02","2018-04-15"
"22","567","2018-04-17","2018-04-18"
"22","141","2018-04-19","2018-04-24"
