"ID","ROOM_EXTERNAL_ID","CONTACT_EXTERNAL_ID","DATE_CHECK_IN","DATE_CHECK_OUT","STATUS"
"a014E00000HyM14QAF","113","405","2018-07-01","2018-07-04","Item Created"
"a014E00000HyM15QAF","113","483","2018-07-07","2018-07-15","Item Created"
"a014E00000HyM16QAF","113","398","2018-07-16","2018-07-19","Item Created"
"a014E00000HyM17QAF","113","208","2018-07-19","2018-07-26","Item Created"
"a014E00000HyM18QAF","113","131","2018-07-29","2018-08-02","Item Created"
"a014E00000HyM19QAF","113","446","2018-08-05","2018-08-09","Item Created"
"a014E00000HyM1AQAV","113","539","2018-08-10","2018-08-12","Item Created"
"a014E00000HyM1BQAV","113","297","2018-08-16","2018-08-18","Item Created"
"a014E00000HyM1CQAV","113","514","2018-08-18","2018-08-23","Item Created"
"a014E00000HyM1DQAV","113","291","2018-08-24","2018-08-31","Item Created"
"a014E00000HyM1EQAV","113","197","2018-09-01","2018-09-10","Item Created"
"a014E00000HyM1FQAV","113","36","2018-09-11","2018-09-17","Item Created"
"a014E00000HyM1GQAV","113","36","2018-09-18","2018-10-02","Item Created"
"a014E00000HyM1HQAV","113","485","2018-10-02","2018-10-14","Item Created"
"a014E00000HyM1IQAV","113","232","2018-10-18","2018-10-23","Item Created"
"a014E00000HyM1JQAV","113","174","2018-10-26","2018-10-28","Item Created"
"a014E00000HyM1KQAV","113","154","2018-10-31","2018-11-06","Item Created"
"a014E00000HyM1LQAV","113","412","2018-11-07","2018-11-09","Item Created"
"a014E00000HyM1MQAV","113","231","2018-11-13","2018-11-19","Item Created"
"a014E00000HyM1NQAV","113","379","2018-11-20","2018-11-21","Item Created"
"a014E00000HyM1OQAV","113","450","2018-11-21","2018-11-26","Item Created"
"a014E00000HyM1PQAV","113","157","2018-11-27","2018-11-30","Item Created"
"a014E00000HyM1QQAV","113","495","2018-12-01","2018-12-03","Item Created"
"a014E00000HyM1RQAV","113","330","2018-12-05","2018-12-12","Item Created"
"a014E00000HyM1SQAV","113","338","2018-12-12","2018-12-18","Item Created"
"a014E00000HyM1TQAV","113","352","2018-12-20","2018-12-21","Item Created"
"a014E00000HyM1UQAV","113","487","2018-12-23","2018-12-30","Item Created"
"a014E00000HyM1VQAV","113","411","2018-12-31","2019-01-07","Item Created"
"a014E00000HyM1WQAV","114","184","2018-01-01","2018-01-04","Item Created"
"a014E00000HyM1XQAV","114","176","2018-01-06","2018-01-16","Item Created"
"a014E00000HyM1YQAV","114","422","2018-01-16","2018-01-19","Item Created"
"a014E00000HyM1ZQAV","114","496","2018-01-23","2018-01-25","Item Created"
"a014E00000HyM1aQAF","114","182","2018-01-27","2018-01-29","Item Created"
"a014E00000HyM1bQAF","114","214","2018-01-29","2018-02-07","Item Created"
"a014E00000HyM1cQAF","114","34","2018-02-11","2018-02-16","Item Created"
"a014E00000HyM1dQAF","114","37","2018-02-19","2018-02-25","Item Created"
"a014E00000HyM1eQAF","114","530","2018-02-26","2018-03-02","Item Created"
"a014E00000HyM1fQAF","114","413","2018-03-02","2018-03-04","Item Created"
"a014E00000HyM1gQAF","114","516","2018-03-04","2018-03-07","Item Created"
"a014E00000HyM1hQAF","114","41","2018-03-08","2018-03-17","Item Created"
"a014E00000HyM1iQAF","114","342","2018-03-19","2018-04-02","Item Created"
"a014E00000HyM1jQAF","114","503","2018-04-04","2018-04-11","Item Created"
"a014E00000HyM1kQAF","114","157","2018-04-11","2018-04-21","Item Created"
"a014E00000HyM1lQAF","114","495","2018-04-23","2018-05-04","Item Created"
"a014E00000HyM1mQAF","114","505","2018-05-04","2018-05-06","Item Created"
"a014E00000HyM1nQAF","114","46","2018-05-08","2018-05-12","Item Created"
"a014E00000HyM1oQAF","114","399","2018-05-13","2018-05-26","Item Created"
"a014E00000HyM1pQAF","114","139","2018-05-27","2018-06-01","Item Created"
"a014E00000HyM1qQAF","114","47","2018-06-03","2018-06-07","Item Created"
"a014E00000HyM1rQAF","114","291","2018-06-08","2018-06-15","Item Created"
"a014E00000HyM1sQAF","114","547","2018-06-15","2018-06-17","Item Created"
"a014E00000HyM1tQAF","114","547","2018-06-20","2018-06-27","Item Created"
"a014E00000HyM1uQAF","114","553","2018-06-28","2018-07-05","Item Created"
"a014E00000HyM1vQAF","114","455","2018-07-08","2018-07-14","Item Created"
"a014E00000HyM1wQAF","114","210","2018-07-15","2018-07-18","Item Created"
"a014E00000HyM1xQAF","114","175","2018-07-19","2018-08-02","Item Created"
"a014E00000HyM1yQAF","114","377","2018-08-05","2018-08-10","Item Created"
"a014E00000HyM1zQAF","114","413","2018-08-10","2018-08-12","Item Created"
"a014E00000HyM20QAF","114","344","2018-08-13","2018-08-17","Item Created"
"a014E00000HyM21QAF","114","161","2018-08-19","2018-08-25","Item Created"
"a014E00000HyM22QAF","114","538","2018-08-27","2018-08-28","Item Created"
"a014E00000HyM23QAF","114","165","2018-08-30","2018-09-03","Item Created"
"a014E00000HyM24QAF","114","327","2018-09-03","2018-09-10","Item Created"
"a014E00000HyM25QAF","114","438","2018-09-12","2018-09-16","Item Created"
"a014E00000HyM26QAF","114","193","2018-09-18","2018-09-21","Item Created"
"a014E00000HyM27QAF","114","283","2018-09-24","2018-09-26","Item Created"
"a014E00000HyM28QAF","114","511","2018-09-30","2018-10-03","Item Created"
"a014E00000HyM29QAF","114","468","2018-10-04","2018-10-10","Item Created"
"a014E00000HyM2AQAV","114","365","2018-10-13","2018-10-22","Item Created"
"a014E00000HyM2BQAV","114","186","2018-10-22","2018-10-25","Item Created"
"a014E00000HyM2CQAV","114","325","2018-10-26","2018-11-07","Item Created"
"a014E00000HyM2DQAV","114","28","2018-11-07","2018-11-20","Item Created"
"a014E00000HyM2EQAV","114","434","2018-11-24","2018-12-08","Item Created"
"a014E00000HyM2FQAV","114","540","2018-12-08","2018-12-10","Item Created"
"a014E00000HyM2GQAV","114","556","2018-12-12","2018-12-18","Item Created"
"a014E00000HyM2HQAV","114","139","2018-12-21","2018-12-28","Item Created"
"a014E00000HyM2IQAV","114","194","2018-12-30","2019-01-04","Item Created"
"a014E00000HyM2JQAV","115","537","2018-01-01","2018-01-07","Item Created"
"a014E00000HyM2KQAV","115","487","2018-01-10","2018-01-13","Item Created"
"a014E00000HyM2LQAV","115","304","2018-01-14","2018-01-19","Item Created"
"a014E00000HyM2MQAV","115","151","2018-01-20","2018-01-23","Item Created"
"a014E00000HyM2NQAV","115","318","2018-01-23","2018-02-03","Item Created"
"a014E00000HyM2OQAV","115","524","2018-02-05","2018-02-12","Item Created"
"a014E00000HyM2PQAV","115","225","2018-02-12","2018-02-17","Item Created"
"a014E00000HyM2QQAV","115","312","2018-02-21","2018-02-26","Item Created"
"a014E00000HyM2RQAV","115","402","2018-03-02","2018-03-12","Item Created"
"a014E00000HyM2SQAV","115","428","2018-03-14","2018-03-15","Item Created"
"a014E00000HyM2TQAV","115","254","2018-03-17","2018-03-18","Item Created"
"a014E00000HyM2UQAV","115","563","2018-03-18","2018-03-22","Item Created"
"a014E00000HyM2VQAV","115","433","2018-03-22","2018-03-31","Item Created"
"a014E00000HyM2WQAV","115","128","2018-04-03","2018-04-13","Item Created"
"a014E00000HyM2XQAV","115","29","2018-04-14","2018-04-20","Item Created"
"a014E00000HyM2YQAV","115","440","2018-04-21","2018-04-27","Item Created"
"a014E00000HyM2ZQAV","115","383","2018-05-01","2018-05-03","Item Created"
"a014E00000HyM2aQAF","115","434","2018-05-04","2018-05-16","Item Created"
"a014E00000HyM2bQAF","115","273","2018-05-18","2018-05-20","Item Created"
"a014E00000HyM2cQAF","115","557","2018-05-22","2018-05-26","Item Created"
"a014E00000HyM2dQAF","115","257","2018-05-29","2018-05-30","Item Created"
"a014E00000HyM2eQAF","115","238","2018-05-30","2018-05-31","Item Created"
"a014E00000HyM2fQAF","115","240","2018-06-02","2018-06-09","Item Created"
"a014E00000HyM2gQAF","115","26","2018-06-11","2018-06-15","Item Created"
"a014E00000HyM2hQAF","115","506","2018-06-16","2018-06-28","Item Created"
"a014E00000HyM2iQAF","115","429","2018-06-30","2018-07-08","Item Created"
"a014E00000HyM2jQAF","115","174","2018-07-09","2018-07-15","Item Created"
"a014E00000HyM2kQAF","115","463","2018-07-18","2018-07-21","Item Created"
"a014E00000HyM2lQAF","115","440","2018-07-22","2018-07-23","Item Created"
"a014E00000HyM2mQAF","115","487","2018-07-25","2018-07-30","Item Created"
"a014E00000HyM2nQAF","115","135","2018-07-30","2018-08-06","Item Created"
"a014E00000HyM2oQAF","115","177","2018-08-06","2018-08-11","Item Created"
"a014E00000HyM2pQAF","115","522","2018-08-15","2018-08-26","Item Created"
"a014E00000HyM2qQAF","115","151","2018-08-27","2018-09-05","Item Created"
"a014E00000HyM2rQAF","115","401","2018-09-05","2018-09-06","Item Created"
"a014E00000HyM2sQAF","115","571","2018-09-07","2018-09-09","Item Created"
"a014E00000HyM2tQAF","115","569","2018-09-12","2018-09-13","Item Created"
"a014E00000HyM2uQAF","115","463","2018-09-14","2018-09-17","Item Created"
"a014E00000HyM2vQAF","115","266","2018-09-18","2018-09-20","Item Created"
"a014E00000HyM2wQAF","115","201","2018-09-23","2018-09-28","Item Created"
"a014E00000HyM2xQAF","115","449","2018-09-30","2018-10-03","Item Created"
"a014E00000HyM2yQAF","115","227","2018-10-03","2018-10-04","Item Created"
"a014E00000HyM2zQAF","115","460","2018-10-05","2018-10-15","Item Created"
"a014E00000HyM30QAF","115","572","2018-10-15","2018-10-21","Item Created"
"a014E00000HyM31QAF","115","252","2018-10-22","2018-10-25","Item Created"
"a014E00000HyM32QAF","115","189","2018-10-26","2018-10-28","Item Created"
"a014E00000HyM33QAF","115","27","2018-10-31","2018-11-02","Item Created"
"a014E00000HyM34QAF","115","286","2018-11-04","2018-11-06","Item Created"
"a014E00000HyM35QAF","115","164","2018-11-08","2018-11-13","Item Created"
